Test_id;Fault_Type;Target_Component;Target_Class;Target_Function;Fault_Location;Line
Test_299;OPENSTACK_WRONG_RETURN_VALUE-IMAGE;/nova/virt/disk/api.py;None;can_resize_image;return False;229
Test_300;OPENSTACK_WRONG_RETURN_VALUE-IMAGE;/nova/virt/disk/api.py;None;can_resize_image;return True;230
Test_301;OPENSTACK_WRONG_RETURN_VALUE-IMAGE;/nova/objects/instance.py;Instance;image_meta;return objects.ImageMeta.from_instance(self);237
Test_302;OPENSTACK_WRONG_RETURN_VALUE-IMAGE;/nova/image/api.py;API;_get_session_and_image_id;return glance.get_remote_image_service(context, id_or_uri);43
Test_303;DISKIO_WRONG_PARAMETERS-WRITE;/nova/virt/libvirt/host.py;Host;_queue_event;self._event_notify_send.write(c);242
Test_304;OPENSTACK_WRONG_RETURN_VALUE-IMAGE;/nova/image/glance.py;None;generate_image_url;return ('%s/images/%s' % (generate_glance_url(), image_ref));79
Test_305;OPENSTACK_WRONG_RETURN_VALUE-IMAGE;/nova/image/glance.py;GlanceImageServiceV2;get_remote_image_service;return (image_service, image_href);878
Test_306;OPENSTACK_WRONG_RETURN_VALUE-IMAGE;/nova/image/glance.py;GlanceImageServiceV2;get_default_image_service;return GlanceImageServiceV2();892
Test_307;OPENSTACK_WRONG_RETURN_VALUE-IMAGE;/nova/image/glance.py;GlanceImageServiceV2;_is_image_available;return True;616
Test_308;OPENSTACK_WRONG_RETURN_VALUE-IMAGE;/nova/db/api.py;None;s3_image_create;return IMPL.s3_image_create(context, image_uuid);1829
Test_309;OPENSTACK_WRONG_RETURN_VALUE-IMAGE;/nova/db/api.py;None;s3_image_get_by_uuid;return IMPL.s3_image_get_by_uuid(context, image_uuid);1824
Test_310;OPENSTACK_WRONG_RETURN_VALUE-IMAGE;/nova/db/sqlalchemy/api.py;DeleteFromSelect;s3_image_get_by_uuid;return result;5685
Test_311;OPENSTACK_WRONG_RETURN_VALUE-IMAGE;/nova/db/sqlalchemy/api.py;DeleteFromSelect;s3_image_create;return s3_image_ref;5698
Test_312;OPENSTACK_WRONG_RETURN_VALUE-IMAGE;/nova/compute/api.py;API;_get_image;return (image['id'], image);743
Test_313;OPENSTACK_WRONG_RETURN_VALUE-IMAGE;/nova/compute/api.py;API;_get_image_defined_bdms;return image_defined_bdms;645
Test_314;OPENSTACK_WRONG_RETURN_VALUE-IMAGE;/nova/compute/api.py;API;not_image_and_root_bdm;return block_device_obj.block_device_make_list_from_dicts(context, block_device_mapping);735
Test_315;OPENSTACK_WRONG_RETURN_VALUE-IMAGE;/nova/compute/api.py;API;_inherit_properties_from_image;return {'os_type';496
Test_316;OPENSTACK_WRONG_RETURN_VALUE-IMAGE;/nova/objects/request_spec.py;RequestSpec;_to_legacy_image;return (base.obj_to_primitive(self.image) if (self.obj_attr_is_set('image') and self.image) else {});298
Test_317;DISKIO_THROW_EXCEPTION-WRITE;/nova/virt/libvirt/host.py;Host;_queue_event;self._event_notify_send.write(c);242
Test_318;DISKIO_MISSING_PARAMETERS-WRITE;/nova/virt/libvirt/host.py;Host;_queue_event;self._event_notify_send.write(c);242
Test_319;OPENSTACK_WRONG_PARAMETERS-IMAGE;/nova/virt/images.py;None;fetch_to_raw;convert_image(path_tmp, staged, fmt, 'raw');166
Test_320;OPENSTACK_WRONG_PARAMETERS-IMAGE;/nova/virt/libvirt/imagebackend.py;Image;fetch_func_sync;self.resize_image(size);247
Test_321;OPENSTACK_WRONG_PARAMETERS-IMAGE;/nova/virt/libvirt/driver.py;LibvirtDriver;_create_images_and_backing;self._try_fetch_image_cache(disk, libvirt_utils.fetch_image, context, cache_name, instance.image_ref, instance, info['virt_disk_size'], fallback_from_host);7225
Test_322;OPENSTACK_WRONG_PARAMETERS-IMAGE;/nova/virt/libvirt/driver.py;LibvirtDriver;_hard_reboot;self._create_images_and_backing(context, instance, instance_dir, backing_disk_info);2605
Test_323;OPENSTACK_WRONG_PARAMETERS-IMAGE;/nova/objects/request_spec.py;RequestSpec;from_components;spec_obj._image_meta_from_image(image);416
Test_324;OPENSTACK_WRONG_PARAMETERS-IMAGE;/nova/compute/api.py;API;_checks_for_create_and_rebuild;self._check_requested_image(context, image_id, image, instance_type, root_bdm);750
Test_325;OPENSTACK_THROW_EXCEPTION-NETWORK;/nova/network/neutronv2/api.py;API;_get_available_networks;_ensure_requested_network_ordering((lambda x;363
Test_326;OPENSTACK_THROW_EXCEPTION-NETWORK;/nova/api/openstack/compute/servers.py;ServersController;_get_requested_networks;self._validate_network_id(request.network_id, network_uuids);422
Test_327;OPENSTACK_THROW_EXCEPTION-NETWORK;/nova/virt/libvirt/driver.py;LibvirtDriver;_hard_reboot;self._create_domain_and_network(context, xml, instance, network_info, block_device_info=block_device_info, vifs_already_plugged=True);2615
Test_328;OPENSTACK_THROW_EXCEPTION-NETWORK;/nova/compute/manager.py;ComputeManager;_try_deallocate_network;self._deallocate_network(context, instance, requested_networks);2250
Test_329;OPENSTACK_THROW_EXCEPTION-NETWORK;/nova/compute/manager.py;ComputeManager;_shutdown_instance;self._try_deallocate_network(context, instance, requested_networks);2333
Test_330;OPENSTACK_WRONG_PARAMETERS-VOLUME;/nova/block_device.py;BlockDeviceDict;_validate;validate_and_default_volume_size(bdm_dict);121
Test_331;OPENSTACK_WRONG_PARAMETERS-VOLUME;/nova/virt/block_device.py;DriverVolumeBlockDevice;attach;virt_driver.attach_volume(context, connection_info, instance, self['mount_device'], disk_bus=self['disk_bus'], device_type=self['device_type'], encryption=encryption);390
Test_332;OPENSTACK_WRONG_PARAMETERS-VOLUME;/nova/virt/libvirt/volume/iscsi.py;LibvirtISCSIVolumeDriver;disconnect_volume;super(LibvirtISCSIVolumeDriver, self).disconnect_volume(connection_info, disk_dev, instance);79
Test_333;OPENSTACK_WRONG_PARAMETERS-VOLUME;/nova/virt/libvirt/volume/iscsi.py;LibvirtISCSIVolumeDriver;disconnect_volume;self.connector.disconnect_volume(connection_info['data'], None);73
Test_334;OPENSTACK_WRONG_PARAMETERS-VOLUME;/nova/virt/libvirt/driver.py;LibvirtDriver;_get_ephemeral_devices;self._connect_volume(connection_info, info, instance);3936
Test_335;OPENSTACK_WRONG_PARAMETERS-VOLUME;/nova/virt/libvirt/driver.py;LibvirtDriver;_connect_volume;vol_driver.connect_volume(connection_info, disk_info, instance);1191
Test_336;OPENSTACK_MISSING_FUNCTION_CALL-NETWORK;/nova/network/neutronv2/api.py;API;_get_available_networks;_ensure_requested_network_ordering((lambda x;363
Test_337;OPENSTACK_MISSING_FUNCTION_CALL-NETWORK;/nova/network/neutronv2/api.py;API;_validate_requested_network_ids;self._check_external_network_attach(context, nets);747
Test_338;OPENSTACK_MISSING_FUNCTION_CALL-NETWORK;/nova/api/openstack/compute/servers.py;ServersController;_get_requested_networks;self._validate_network_id(request.network_id, network_uuids);422
Test_339;OPENSTACK_MISSING_FUNCTION_CALL-NETWORK;/nova/virt/libvirt/driver.py;LibvirtDriver;spawn;self._create_domain_and_network(context, xml, instance, network_info, block_device_info=block_device_info, post_xml_callback=gen_confdrive, destroy_disks_on_failure=True);2899
Test_340;OPENSTACK_MISSING_FUNCTION_CALL-NETWORK;/nova/virt/libvirt/driver.py;LibvirtDriver;_hard_reboot;self._create_domain_and_network(context, xml, instance, network_info, block_device_info=block_device_info, vifs_already_plugged=True);2615
Test_341;OPENSTACK_THROW_EXCEPTION-SSH;/nova/crypto.py;None;generate_fingerprint;serialization.load_ssh_public_key(pub_bytes, backends.default_backend());100
Test_342;OPENSTACK_MISSING_FUNCTION_CALL-NETWORK;/nova/compute/manager.py;ComputeManager;_try_deallocate_network;self._deallocate_network(context, instance, requested_networks);2250
Test_343;OPENSTACK_MISSING_FUNCTION_CALL-NETWORK;/nova/compute/manager.py;ComputeManager;_shutdown_instance;self._try_deallocate_network(context, instance, requested_networks);2333
Test_344;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/api.py;API;_create_instance;self.compute_task_api.schedule_and_build_instances(context, build_requests=build_requests, request_spec=request_specs, image=boot_meta, admin_password=admin_password, injected_files=injected_files, requested_networks=requested_networks, block_device_mapping=block_device_mapping, tags=tags);1170
Test_345;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/api.py;API;delete;self._delete_instance(context, instance);2171
Test_346;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/resource_tracker.py;ResourceTracker;_update_usage_from_instance;self.stats.update_stats_for_instance(instance, is_removed_instance);1079
Test_347;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/resource_tracker.py;ResourceTracker;instance_claim;self._update_usage_from_instance(context, instance, nodename);225
Test_348;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/resource_tracker.py;ResourceTracker;_update_usage_from_instance;self.pci_tracker.update_pci_for_instance(context, instance, sign=sign);1085
Test_349;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/api.py;API;create_db_entry_for_new_instance;self._populate_instance_for_create(context, instance, image, index, security_group, instance_type, num_instances, shutdown_terminate);1565
Test_350;OPENSTACK_WRONG_PARAMETERS-VOLUME;/nova/virt/libvirt/driver.py;LibvirtDriver;_disconnect_volume;vol_driver.disconnect_volume(connection_info, disk_dev, instance);1195
Test_351;OPENSTACK_WRONG_PARAMETERS-VOLUME;/nova/compute/api.py;API;_attach_volume;self._check_attach_and_reserve_volume(context, volume_id, instance);3707
Test_352;OPENSTACK_MISSING_PARAMETERS-VOLUME;/nova/virt/libvirt/driver.py;LibvirtDriver;_connect_volume;vol_driver.connect_volume(connection_info, disk_info, instance);1191
Test_353;OPENSTACK_WRONG_PARAMETERS-VOLUME;/nova/virt/libvirt/driver.py;LibvirtDriver;attach_volume;self._connect_volume(connection_info, disk_info, instance);1269
Test_354;OPENSTACK_WRONG_PARAMETERS-VOLUME;/nova/virt/libvirt/driver.py;LibvirtDriver;cleanup;self._disconnect_volume(connection_info, disk_dev, instance);1013
Test_355;OPENSTACK_WRONG_PARAMETERS-VOLUME;/nova/virt/libvirt/driver.py;LibvirtDriver;attach_volume;self._check_discard_for_attach_volume(conf, instance);1275
Test_356;OPENSTACK_MISSING_PARAMETERS-INSTANCE;/nova/compute/manager.py;ComputeManager;_deallocate_network;self.network_api.deallocate_for_instance(context, instance, requested_networks=requested_networks);1680
Test_357;OPENSTACK_MISSING_PARAMETERS-INSTANCE;/nova/compute/manager.py;ComputeManager;_delete_instance;self._notify_about_instance_usage(context, instance, 'delete.start');2432
Test_358;OPENSTACK_MISSING_FUNCTION_CALL-VOLUME;/nova/virt/libvirt/driver.py;LibvirtDriver;attach_volume;self._connect_volume(connection_info, disk_info, instance);1269
Test_359;OPENSTACK_MISSING_PARAMETERS-VOLUME;/nova/virt/libvirt/driver.py;LibvirtDriver;_disconnect_volume;vol_driver.disconnect_volume(connection_info, disk_dev, instance);1195
Test_360;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/objects/request_spec.py;RequestSpec;from_components;spec_obj._from_instance_numa_topology(numa_topology);419
Test_361;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;_shutdown_instance;compute_utils.notify_about_instance_action(context, instance, self.host, action=fields.NotificationAction.SHUTDOWN, phase=fields.NotificationPhase.START);2298
Test_362;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;_build_and_run_instance;self._update_scheduler_instance_info(context, instance);2128
Test_363;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;_shutdown_instance;self._notify_about_instance_usage(context, instance, 'shutdown.start');2296
Test_364;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;_shutdown_instance;compute_utils.notify_about_instance_action(context, instance, self.host, action=fields.NotificationAction.SHUTDOWN, phase=fields.NotificationPhase.END);2385
Test_365;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;_delete_instance;self._shutdown_instance(context, instance, bdms);2438
Test_366;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;reboot_instance;self._notify_about_instance_usage(context, instance, 'reboot.start');3084
Test_367;OPENSTACK_MISSING_PARAMETERS-VOLUME;/nova/virt/libvirt/driver.py;LibvirtDriver;attach_volume;self._connect_volume(connection_info, disk_info, instance);1269
Test_368;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;do_terminate_instance;self._delete_instance(context, instance, bdms);2509
Test_369;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;_complete_deletion;rt.reportclient.delete_allocation_for_instance(instance.uuid);756
Test_370;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;_complete_deletion;compute_utils.notify_about_instance_action(context, instance, self.host, action=fields.NotificationAction.DELETE, phase=fields.NotificationPhase.END);760
Test_371;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;_complete_deletion;self._delete_scheduler_instance_info(context, instance.uuid);763
Test_372;OPENSTACK_MISSING_FUNCTION_CALL-INSTANCE;/nova/compute/manager.py;ComputeManager;_shutdown_instance;self._notify_about_instance_usage(context, instance, 'shutdown.end');2383
Test_373;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/compute/api.py;API;_create_instance;self.compute_task_api.schedule_and_build_instances(context, build_requests=build_requests, request_spec=request_specs, image=boot_meta, admin_password=admin_password, injected_files=injected_files, requested_networks=requested_networks, block_device_mapping=block_device_mapping, tags=tags);1170
Test_374;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/compute/resource_tracker.py;ResourceTracker;_update_usage_from_instances;self._update_usage_from_instance(context, instance, nodename, require_allocation_refresh=require_allocation_refresh);1200
Test_375;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/compute/resource_tracker.py;ResourceTracker;_update_usage_from_instances;self._remove_deleted_instances_allocations(context, cn);1203
Test_376;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/compute/resource_tracker.py;ResourceTracker;_update_available_resource;self._pair_instances_to_migrations(migrations, instances);751
Test_377;OPENSTACK_MISSING_PARAMETERS-VOLUME;/nova/virt/libvirt/driver.py;LibvirtDriver;_get_ephemeral_devices;self._connect_volume(connection_info, info, instance);3936
Test_378;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/compute/resource_tracker.py;ResourceTracker;update_usage;self._update_usage_from_instance(context, instance, nodename);512
Test_379;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/compute/resource_tracker.py;ResourceTracker;_update_available_resource;self._update_usage_from_instances(context, instances, nodename);745
Test_380;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/compute/api.py;API;_hard_reboot;self.compute_rpcapi.reboot_instance(context, instance=instance, block_device_info=None, reboot_type='HARD');2969
Test_381;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/conductor/manager.py;ComputeTaskManager;_schedule_instances;scheduler_utils.setup_instance_group(context, request_spec);633
Test_382;OPENSTACK_MISSING_PARAMETERS-VOLUME;/nova/virt/libvirt/driver.py;LibvirtDriver;cleanup;self._disconnect_volume(connection_info, disk_dev, instance);1013
Test_383;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/compute/api.py;API;_populate_instance_for_create;self._populate_instance_names(instance, num_instances);1513
Test_384;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/conductor/manager.py;ComputeTaskManager;schedule_and_build_instances;self.compute_rpcapi.build_and_run_instance(cctxt, instance=instance, image=image, request_spec=request_spec, filter_properties=filter_props, admin_password=admin_password, injected_files=injected_files, requested_networks=requested_networks, security_groups=legacy_secgroups, block_device_mapping=instance_bdms, host=host['host'], node=host['nodename'], limits=host['limits']);1201
Test_385;OPENSTACK_THROW_EXCEPTION-INSTANCE;/nova/compute/api.py;API;create_db_entry_for_new_instance;self._populate_instance_for_create(context, instance, image, index, security_group, instance_type, num_instances, shutdown_terminate);1565
Test_386;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/virt/libvirt/driver.py;LibvirtDriver;_get_instance_disk_info_from_config;return disk_info;7407
Test_387;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/virt/libvirt/driver.py;LibvirtDriver;delete_instance_files;return True;8190
Test_388;OPENSTACK_MISSING_PARAMETERS-VOLUME;/nova/virt/libvirt/driver.py;LibvirtDriver;attach_volume;self._check_discard_for_attach_volume(conf, instance);1275
Test_389;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/virt/libvirt/driver.py;LibvirtDriver;list_instances;return names;746
Test_390;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/virt/libvirt/driver.py;LibvirtDriver;get_device_name_for_instance;return block_device.prepend_dev(disk_info['dev']);8245
Test_391;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/objects/fields.py;VMMode;get_from_instance;return cls.canonicalize(mode);613
Test_392;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/objects/request_spec.py;RequestSpec;_to_legacy_instance;return instance;319
Test_393;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/objects/instance_fault.py;InstanceFaultList;get_latest_by_instance_uuids;return base.obj_make_list(context, cls(context), objects.InstanceFault, db_faultlist);112
Test_394;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/virt/libvirt/driver.py;LibvirtDriver;_get_instance_capabilities;return instance_caps;5585
Test_395;OPENSTACK_MISSING_PARAMETERS-VOLUME;/nova/virt/libvirt/volume/iscsi.py;LibvirtISCSIVolumeDriver;disconnect_volume;super(LibvirtISCSIVolumeDriver, self).disconnect_volume(connection_info, disk_dev, instance);79
Test_396;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/objects/block_device.py;BlockDeviceMappingList;instance_uuids;return set((bdm.instance_uuid for bdm in self if bdm.obj_attr_is_set('instance_uuid')));326
Test_397;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/objects/block_device.py;BlockDeviceMappingList;get_by_instance_uuids;return base.obj_make_list(context, cls(), objects.BlockDeviceMapping, (db_bdms or []));348
Test_398;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/objects/build_request.py;BuildRequest;get_by_instance_uuid;return cls._from_db_object(context, cls(), db_req);179
Test_399;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/objects/build_request.py;BuildRequest;get_new_instance;return instance;254
Test_400;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/objects/ec2.py;EC2Ids;get_by_instance;return cls._from_dict(cls(context), ec2_ids);217
Test_401;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/objects/instance.py;Instance;_make_instance_list;return inst_list;1204
Test_402;OPENSTACK_MISSING_PARAMETERS-VOLUME;/nova/virt/libvirt/volume/iscsi.py;LibvirtISCSIVolumeDriver;disconnect_volume;self.connector.disconnect_volume(connection_info['data'], None);73
Test_403;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/objects/instance_mapping.py;InstanceMapping;_get_by_instance_uuid_from_db;return db_mapping;68
Test_404;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/objects/instance_mapping.py;InstanceMapping;get_by_instance_uuid;return cls._from_db_object(context, cls(), db_mapping);73
Test_405;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/objects/image_meta.py;ImageMeta;from_instance;return cls.from_dict(image_meta);127
Test_406;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/objects/build_request.py;BuildRequest;_get_by_instance_uuid_from_db;return db_req;174
Test_407;OPENSTACK_MISSING_PARAMETERS-VOLUME;/nova/compute/api.py;API;_attach_volume;self.compute_rpcapi.attach_volume(context, instance, volume_bdm);3708
Test_408;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/db/api.py;None;instance_create;return IMPL.instance_create(context, values);734
Test_409;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/db/api.py;None;instance_info_cache_update;return IMPL.instance_info_cache_update(context, instance_uuid, values);951
Test_410;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/db/api.py;None;instance_get_by_uuid;return IMPL.instance_get_by_uuid(context, uuid, columns_to_join);744
Test_411;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/db/api.py;None;instance_info_cache_delete;return IMPL.instance_info_cache_delete(context, instance_uuid);959
Test_412;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/db/api.py;None;block_device_mapping_get_all_by_instance_uuids;return IMPL.block_device_mapping_get_all_by_instance_uuids(context, instance_uuids);1319
Test_413;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/db/api.py;None;instance_get_all_by_filters_sort;return IMPL.instance_get_all_by_filters_sort(context, filters, limit=limit, marker=marker, columns_to_join=columns_to_join, sort_keys=sort_keys, sort_dirs=sort_dirs);779
Test_414;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/db/api.py;None;instance_update_and_get_original;return rv;860
Test_415;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/db/api.py;None;instance_extra_get_by_instance_uuid;return IMPL.instance_extra_get_by_instance_uuid(context, instance_uuid, columns=columns);971
Test_416;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/db/sqlalchemy/api.py;DeleteFromSelect;instance_get_all_by_host;return _instances_fill_metadata(context, query.filter_by(host=host).all(), manual_joins=columns_to_join);2540
Test_417;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/db/sqlalchemy/api.py;DeleteFromSelect;ec2_instance_get_by_uuid;return result;6249
Test_418;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/db/api.py;None;ec2_instance_get_by_uuid;return IMPL.ec2_instance_get_by_uuid(context, instance_uuid);1988
Test_419;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/db/api.py;None;instance_extra_update_by_uuid;return IMPL.instance_extra_update_by_uuid(context, instance_uuid, updates);981
Test_420;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/db/api.py;None;instance_get_all_by_filters;return IMPL.instance_get_all_by_filters(context, filters, sort_key, sort_dir, limit=limit, marker=marker, columns_to_join=columns_to_join);766
Test_421;OPENSTACK_WRONG_PARAMETERS-NETWORK;/nova/compute/manager.py;ComputeManager;_try_deallocate_network;self._deallocate_network(context, instance, requested_networks);2250
Test_422;OPENSTACK_WRONG_PARAMETERS-INSTANCE;/nova/network/neutronv2/api.py;API;_get_instance_nw_info;compute_utils.refresh_info_cache_for_instance(context, instance);1319
Test_423;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/db/sqlalchemy/api.py;DeleteFromSelect;_instance_get_by_uuid;return result;1922
Test_424;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/db/sqlalchemy/api.py;DeleteFromSelect;_build_instance_get;return query;1961
Test_425;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/db/sqlalchemy/api.py;DeleteFromSelect;instance_get_all_by_host_and_node;return _instances_fill_metadata(context, _instance_get_all_query(context, joins=columns_to_join).filter_by(host=host).filter_by(node=node).all(), manual_joins=manual_joins);2568
Test_426;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/db/sqlalchemy/api.py;DeleteFromSelect;instance_fault_get_by_instance_uuids;return {};6026
Test_427;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/db/sqlalchemy/api.py;DeleteFromSelect;_ec2_instance_get_query;return model_query(context, models.InstanceIdMapping, read_deleted='yes');6273
Test_428;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/db/sqlalchemy/api.py;DeleteFromSelect;instance_fault_get_by_instance_uuids;return output;6075
Test_429;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/db/sqlalchemy/api.py;DeleteFromSelect;instance_update_and_get_original;return (copy.copy(instance_ref), _instance_update(context, instance_uuid, values, expected, original=instance_ref));2665
Test_430;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/db/sqlalchemy/api.py;DeleteFromSelect;_instance_update;return instance_ref;2816
Test_431;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/db/sqlalchemy/api.py;DeleteFromSelect;instance_info_cache_update;return info_cache;2890
Test_432;OPENSTACK_WRONG_RETURN_VALUE-INSTANCE;/nova/db/sqlalchemy/api.py;DeleteFromSelect;_instance_system_metadata_get_multi;return [];5365
Test_433;OPENSTACK_WRONG_PARAMETERS-INSTANCE;/nova/api/openstack/compute/servers.py;ServersController;create;req.cache_db_instances(instances);637
Test_434;OPENSTACK_WRONG_PARAMETERS-NETWORK;/nova/compute/manager.py;ComputeManager;_shutdown_instance;self._try_deallocate_network(context, instance, requested_networks);2333
Test_435;OPENSTACK_WRONG_PARAMETERS-INSTANCE;/nova/objects/build_request.py;BuildRequest;_from_db_object;req._load_instance(db_req['instance']);162
Test_436;OPENSTACK_WRONG_PARAMETERS-INSTANCE;/nova/objects/instance.py;Instance;_handle_cell_update_from_api;db.instance_extra_update_by_uuid(context, self.uuid, self._extra_values_to_save);749
Test_437;OPENSTACK_WRONG_PARAMETERS-INSTANCE;/nova/db/sqlalchemy/api.py;DeleteFromSelect;_get_sec_group_models;ec2_instance_create(context, instance_ref['uuid']);1830
Test_438;OPENSTACK_WRONG_PARAMETERS-INSTANCE;/nova/db/sqlalchemy/api.py;DeleteFromSelect;_instance_update;_instance_metadata_update_in_place(context, instance_ref, 'system_metadata', models.InstanceSystemMetadata, system_metadata);2811
Test_439;OPENSTACK_WRONG_PARAMETERS-INSTANCE;/nova/api/openstack/compute/servers.py;ServersController;_get_server;req.cache_db_instance(instance);347
